date,district_id,district_name,state,lat,lon,insar_subsidence_mm,rainfall_mm,evapotranspiration_mm,soil_type,extraction_stage_percent,water_depth_mbgl
2017-02-28,0,Sangrur,Punjab,30.2458,75.8421,-8.29408148125371,0.0,3.1221523622765135,Sandy Loam,260.0,36.924935154111026
2017-03-01,0,Sangrur,Punjab,30.2458,75.8421,-6.876531432670595,0.0,2.7405727664076127,Sandy Loam,260.0,36.684873613449255
2017-03-02,0,Sangrur,Punjab,30.2458,75.8421,-7.281163429544212,0.0,2.5554648002863605,Sandy Loam,260.0,36.71412083694185
2017-03-03,0,Sangrur,Punjab,30.2458,75.8421,-7.5289311969960995,0.0,3.766158642929694,Sandy Loam,260.0,36.862894092142945
2017-03-04,0,Sangrur,Punjab,30.2458,75.8421,-8.407535499179211,0.0,2.562897837185813,Sandy Loam,260.0,36.85352191747908
2017-03-05,0,Sangrur,Punjab,30.2458,75.8421,-7.308726072175161,0.0,3.0665644523675217,Sandy Loam,260.0,36.65878717612222
2017-03-06,0,Sangrur,Punjab,30.2458,75.8421,-8.46337297387096,0.0,3.4330146298733104,Sandy Loam,260.0,36.90158915877598
2017-03-07,0,Sangrur,Punjab,30.2458,75.8421,-8.003599908253031,0.0,2.3495384316121957,Sandy Loam,260.0,37.02835028211813
2017-03-08,0,Sangrur,Punjab,30.2458,75.8421,-6.826643315678576,0.0,3.4639276992552763,Sandy Loam,260.0,36.72134053603255
2017-03-09,0,Sangrur,Punjab,30.2458,75.8421,-8.574210007142476,0.0,2.7550647633665415,Sandy Loam,260.0,37.089126403331676
2017-03-10,0,Sangrur,Punjab,30.2458,75.8421,-9.36443880362699,0.0,3.75304342877571,Sandy Loam,260.0,36.67239092218796
2017-03-11,0,Sangrur,Punjab,30.2458,75.8421,-9.007755829313917,0.0,2.9195547854048125,Sandy Loam,260.0,37.23267880503278
2017-03-12,0,Sangrur,Punjab,30.2458,75.8421,-7.429120942122379,0.0,3.8066703494550174,Sandy Loam,260.0,36.86255591943096
2017-03-13,0,Sangrur,Punjab,30.2458,75.8421,-8.07879386769973,0.0,4.072767618949254,Sandy Loam,260.0,36.95575336183813
2017-03-14,0,Sangrur,Punjab,30.2458,75.8421,-8.442882141418709,0.0,4.010276684678176,Sandy Loam,260.0,36.66027220580537
2017-03-15,0,Sangrur,Punjab,30.2458,75.8421,-8.803445512424924,0.0,3.7650484974679257,Sandy Loam,260.0,36.94542315593391
2017-03-16,0,Sangrur,Punjab,30.2458,75.8421,-8.063467862853345,0.0,3.5836781636204855,Sandy Loam,260.0,37.000181136614884
2017-03-17,0,Sangrur,Punjab,30.2458,75.8421,-9.185826641774216,0.0,3.47114628214859,Sandy Loam,260.0,36.964647424299464
2017-03-18,0,Sangrur,Punjab,30.2458,75.8421,-8.316005726117844,0.0,4.554972061365623,Sandy Loam,260.0,36.90562354666213
2017-03-19,0,Sangrur,Punjab,30.2458,75.8421,-9.198752734926737,0.0,3.5298591777685506,Sandy Loam,260.0,36.86072626943461
2017-03-20,0,Sangrur,Punjab,30.2458,75.8421,-9.384310228718697,0.0,3.42126144925109,Sandy Loam,260.0,37.185811642087636
2017-03-21,0,Sangrur,Punjab,30.2458,75.8421,-9.227836543745267,0.0,4.332684467516415,Sandy Loam,260.0,37.03443405537668
2017-03-22,0,Sangrur,Punjab,30.2458,75.8421,-9.069074383995744,0.0,3.6621371123706643,Sandy Loam,260.0,37.2749986015121
2017-03-23,0,Sangrur,Punjab,30.2458,75.8421,-8.85796002828919,0.0,3.645361463414565,Sandy Loam,260.0,36.979475603537814
2017-03-24,0,Sangrur,Punjab,30.2458,75.8421,-8.67993332742072,0.0,3.458743152958047,Sandy Loam,260.0,37.008277267161894
2017-03-25,0,Sangrur,Punjab,30.2458,75.8421,-11.867654462009211,0.0,3.9991890099537293,Sandy Loam,260.0,37.21136710232932
2017-03-26,0,Sangrur,Punjab,30.2458,75.8421,-9.611018010215439,0.0,4.259313852966417,Sandy Loam,260.0,36.861592703095766
2017-03-27,0,Sangrur,Punjab,30.2458,75.8421,-9.325368774956594,3.861630456716926,4.482155690481475,Sandy Loam,260.0,36.939506252696916
2017-03-28,0,Sangrur,Punjab,30.2458,75.8421,-7.854567322339425,0.0,4.896094700287968,Sandy Loam,260.0,37.303107315742594
2017-03-29,0,Sangrur,Punjab,30.2458,75.8421,-9.968421378801855,0.0,4.743597876030999,Sandy Loam,260.0,36.98012131352163
2017-03-30,0,Sangrur,Punjab,30.2458,75.8421,-9.019291970497372,0.0,4.444278056692823,Sandy Loam,260.0,36.90094446056558
2017-03-31,0,Sangrur,Punjab,30.2458,75.8421,-7.997932284258471,0.0,4.500021870445839,Sandy Loam,260.0,37.47243148044363
2017-04-01,0,Sangrur,Punjab,30.2458,75.8421,-10.288085779464708,0.0,4.913426696098884,Sandy Loam,260.0,37.00188517365245
2017-04-02,0,Sangrur,Punjab,30.2458,75.8421,-8.965622415971504,0.0,5.353666480357519,Sandy Loam,260.0,37.257831678351494
2017-04-03,0,Sangrur,Punjab,30.2458,75.8421,-9.965059180097585,0.0,4.8393596511892865,Sandy Loam,260.0,37.260278277087316
2017-04-04,0,Sangrur,Punjab,30.2458,75.8421,-9.76874574872614,0.0,4.6002285860740635,Sandy Loam,260.0,36.84846386993395
2017-04-05,0,Sangrur,Punjab,30.2458,75.8421,-10.048693030187179,0.0,4.396705445389032,Sandy Loam,260.0,37.25053903843494
2017-04-06,0,Sangrur,Punjab,30.2458,75.8421,-10.032235211450583,0.0,4.228615952442863,Sandy Loam,260.0,37.37890773475067
2017-04-07,0,Sangrur,Punjab,30.2458,75.8421,-7.3091550526756155,0.0,5.342152078505073,Sandy Loam,260.0,37.38622667914799
2017-04-08,0,Sangrur,Punjab,30.2458,75.8421,-8.850457075631095,0.0,5.35550657770185,Sandy Loam,260.0,37.49046282140248
2017-04-09,0,Sangrur,Punjab,30.2458,75.8421,-8.683381450644232,0.0,5.41238355220178,Sandy Loam,260.0,37.31907981123518
2017-04-10,0,Sangrur,Punjab,30.2458,75.8421,-9.20935142409165,0.0,5.116224018800617,Sandy Loam,260.0,37.50675659714601
2017-04-11,0,Sangrur,Punjab,30.2458,75.8421,-10.925562336976377,0.0,5.940523722405182,Sandy Loam,260.0,37.31956178759992
2017-04-12,0,Sangrur,Punjab,30.2458,75.8421,-9.361649321231699,0.0,5.051133644773432,Sandy Loam,260.0,37.23486808304778
2017-04-13,0,Sangrur,Punjab,30.2458,75.8421,-8.85579093831334,0.0,5.826581376693743,Sandy Loam,260.0,37.27564673016851
2017-04-14,0,Sangrur,Punjab,30.2458,75.8421,-10.432845485177404,0.0,5.384930001571481,Sandy Loam,260.0,37.275241743943795
2017-04-15,0,Sangrur,Punjab,30.2458,75.8421,-9.01334055038883,0.0,5.155065202310881,Sandy Loam,260.0,37.6706267402459
2017-04-16,0,Sangrur,Punjab,30.2458,75.8421,-9.257106107582425,0.0,5.810013061127806,Sandy Loam,260.0,37.31700511447525
2017-04-17,0,Sangrur,Punjab,30.2458,75.8421,-8.373426103953385,0.0,5.772625347269615,Sandy Loam,260.0,37.61066446706803
2017-04-18,0,Sangrur,Punjab,30.2458,75.8421,-10.223290291995323,0.0,5.799889108619683,Sandy Loam,260.0,37.55539604571802
2017-04-19,0,Sangrur,Punjab,30.2458,75.8421,-10.8006940339247,0.0,5.715157581919554,Sandy Loam,260.0,37.60602714427113
2017-04-20,0,Sangrur,Punjab,30.2458,75.8421,-10.24499780917588,0.0,5.708191955011915,Sandy Loam,260.0,37.85238322240628
2017-04-21,0,Sangrur,Punjab,30.2458,75.8421,-8.839890525233887,0.0,6.973433529216512,Sandy Loam,260.0,37.60883398935785
2017-04-22,0,Sangrur,Punjab,30.2458,75.8421,-11.483299293731282,0.0,6.422958384320051,Sandy Loam,260.0,37.793425435861444
2017-04-23,0,Sangrur,Punjab,30.2458,75.8421,-11.707091174278286,0.0,6.243284266084906,Sandy Loam,260.0,37.73473072680902
2017-04-24,0,Sangrur,Punjab,30.2458,75.8421,-10.012292729320984,0.0,5.988254278712417,Sandy Loam,260.0,37.731405677153575
2017-04-25,0,Sangrur,Punjab,30.2458,75.8421,-10.468914786624403,0.0,6.485845366083418,Sandy Loam,260.0,38.12254951021259
2017-04-26,0,Sangrur,Punjab,30.2458,75.8421,-10.139325312575398,0.0,6.290589635527569,Sandy Loam,260.0,37.59027554181459
2017-04-27,0,Sangrur,Punjab,30.2458,75.8421,-9.419566294502278,0.0,6.0934189244344585,Sandy Loam,260.0,38.02901660765752
2017-04-28,0,Sangrur,Punjab,30.2458,75.8421,-10.647837122719775,0.0,5.9766430869944385,Sandy Loam,260.0,37.93961924718067
2017-04-29,0,Sangrur,Punjab,30.2458,75.8421,-11.733824236403857,0.0,6.135445447101573,Sandy Loam,260.0,37.800793146701366
2017-04-30,0,Sangrur,Punjab,30.2458,75.8421,-8.629158481840246,0.0,4.637526229264576,Sandy Loam,260.0,38.14876490196465
2017-05-01,0,Sangrur,Punjab,30.2458,75.8421,-11.091551075053035,0.0,6.374216753863814,Sandy Loam,260.0,37.658884626666946
2017-05-02,0,Sangrur,Punjab,30.2458,75.8421,-11.169737841837922,0.0,6.070184122324555,Sandy Loam,260.0,37.889664863450925
2017-05-03,0,Sangrur,Punjab,30.2458,75.8421,-9.468001318405781,0.0,7.155578114932599,Sandy Loam,260.0,37.81633970652688
2017-05-04,0,Sangrur,Punjab,30.2458,75.8421,-10.686781881856477,0.0,6.413037966613921,Sandy Loam,260.0,38.091635316136056
2017-05-05,0,Sangrur,Punjab,30.2458,75.8421,-10.457874452962374,0.0,5.852295842211966,Sandy Loam,260.0,37.89516523706581
2017-05-06,0,Sangrur,Punjab,30.2458,75.8421,-10.048675920652935,0.0,6.4645250548442945,Sandy Loam,260.0,38.159480621198014
2017-05-07,0,Sangrur,Punjab,30.2458,75.8421,-9.59557524685496,0.0,6.008355496521834,Sandy Loam,260.0,38.0990477345652
2017-05-08,0,Sangrur,Punjab,30.2458,75.8421,-10.756547115481967,0.0,6.809321567321528,Sandy Loam,260.0,38.08769925256635
2017-05-09,0,Sangrur,Punjab,30.2458,75.8421,-9.300971829486567,0.0,6.758532083033189,Sandy Loam,260.0,38.25058573229494
2017-05-10,0,Sangrur,Punjab,30.2458,75.8421,-12.25256120155561,0.0,7.131645511794849,Sandy Loam,260.0,38.18477828209017
2017-05-11,0,Sangrur,Punjab,30.2458,75.8421,-9.962927459217322,0.0,6.296167111558931,Sandy Loam,260.0,38.09465449007944
2017-05-12,0,Sangrur,Punjab,30.2458,75.8421,-11.269078327030195,0.0,6.746697876572585,Sandy Loam,260.0,38.71112725882263
2017-05-13,0,Sangrur,Punjab,30.2458,75.8421,-9.52621647306148,0.0,6.084460991477101,Sandy Loam,260.0,38.25090873229736
2017-05-14,0,Sangrur,Punjab,30.2458,75.8421,-10.536868547220472,0.0,7.154178549386374,Sandy Loam,260.0,38.0226361140381
2017-05-15,0,Sangrur,Punjab,30.2458,75.8421,-11.215207533901443,0.0,7.098496437495029,Sandy Loam,260.0,38.25487496819061
2017-05-16,0,Sangrur,Punjab,30.2458,75.8421,-10.172913268890587,3.832859155563567,7.121752922858898,Sandy Loam,260.0,38.225147185252375
2017-05-17,0,Sangrur,Punjab,30.2458,75.8421,-10.014877303061452,7.181536638372401,6.908599074520907,Sandy Loam,260.0,38.57322664794021
2017-05-18,0,Sangrur,Punjab,30.2458,75.8421,-10.242108726127494,0.0,7.14825468902186,Sandy Loam,260.0,38.53163588748512
2017-05-19,0,Sangrur,Punjab,30.2458,75.8421,-11.60554652288936,0.0,7.77524623233948,Sandy Loam,260.0,38.574222470367424
2017-05-20,0,Sangrur,Punjab,30.2458,75.8421,-11.19515346618035,35.02929081231851,6.861858203000614,Sandy Loam,260.0,38.49327181162777
2017-05-21,0,Sangrur,Punjab,30.2458,75.8421,-10.8373482730796,0.0,7.10416752483927,Sandy Loam,260.0,38.54122510916243
2017-05-22,0,Sangrur,Punjab,30.2458,75.8421,-10.89326323227101,0.0,6.5213233254145,Sandy Loam,260.0,38.56183210120301
2017-05-23,0,Sangrur,Punjab,30.2458,75.8421,-10.286655173387434,0.0,6.658890734967826,Sandy Loam,260.0,38.63962673493677
2017-05-24,0,Sangrur,Punjab,30.2458,75.8421,-12.524614377262758,0.0,7.16964732833576,Sandy Loam,260.0,38.79934377588037
2017-05-25,0,Sangrur,Punjab,30.2458,75.8421,-10.671534622628641,3.291542277196075,7.699503443786542,Sandy Loam,260.0,38.759726952730105
2017-05-26,0,Sangrur,Punjab,30.2458,75.8421,-11.197360487829767,0.0,7.045260840216509,Sandy Loam,260.0,38.81812515774866
2017-05-27,0,Sangrur,Punjab,30.2458,75.8421,-11.662646501324655,0.0,7.080368509107253,Sandy Loam,260.0,38.853234106894284
2017-05-28,0,Sangrur,Punjab,30.2458,75.8421,-11.612412676164976,0.0,7.018863236583662,Sandy Loam,260.0,38.94605704105913
2017-05-29,0,Sangrur,Punjab,30.2458,75.8421,-11.21675241739995,0.0,6.977953076340676,Sandy Loam,260.0,38.891603122632226
2017-05-30,0,Sangrur,Punjab,30.2458,75.8421,-13.952826295565215,0.0,7.414882346767135,Sandy Loam,260.0,38.937097642315884
2017-05-31,0,Sangrur,Punjab,30.2458,75.8421,-11.659977756980599,0.0,6.539866128246396,Sandy Loam,260.0,39.091572956216204
2017-06-01,0,Sangrur,Punjab,30.2458,75.8421,-11.826752833345852,0.0,7.9490899525293255,Sandy Loam,260.0,38.84856712481314
2017-06-02,0,Sangrur,Punjab,30.2458,75.8421,-10.72721123776431,0.0,6.995055154554311,Sandy Loam,260.0,38.85490044709048
2017-06-03,0,Sangrur,Punjab,30.2458,75.8421,-11.825392860672592,0.0,7.706879446173339,Sandy Loam,260.0,38.83889372485671
2017-06-04,0,Sangrur,Punjab,30.2458,75.8421,-11.380808003367232,0.0,6.728099690754304,Sandy Loam,260.0,39.07112436546342
2017-06-05,0,Sangrur,Punjab,30.2458,75.8421,-10.002867647413058,2.721058169495494,7.713695145623287,Sandy Loam,260.0,38.80088383350965
2017-06-06,0,Sangrur,Punjab,30.2458,75.8421,-10.469420989329167,10.948794646555244,7.730423493292778,Sandy Loam,260.0,39.16483496653013
2017-06-07,0,Sangrur,Punjab,30.2458,75.8421,-10.57155427038236,0.0,7.600723861705421,Sandy Loam,260.0,39.115478660767884
2017-06-08,0,Sangrur,Punjab,30.2458,75.8421,-11.722009033792034,0.0,6.924571534785929,Sandy Loam,260.0,39.338150340514126
2017-06-09,0,Sangrur,Punjab,30.2458,75.8421,-10.916709983533442,0.0,7.5587102990000306,Sandy Loam,260.0,39.10220486864981
2017-06-10,0,Sangrur,Punjab,30.2458,75.8421,-11.567578203268878,4.501860210958621,6.853542363379421,Sandy Loam,260.0,39.19066212437495
2017-06-11,0,Sangrur,Punjab,30.2458,75.8421,-11.56697245728222,0.0,7.328803627970437,Sandy Loam,260.0,39.41202222822665
2017-06-12,0,Sangrur,Punjab,30.2458,75.8421,-11.112315548077156,0.0,7.978984160862414,Sandy Loam,260.0,39.48904374836704
2017-06-13,0,Sangrur,Punjab,30.2458,75.8421,-11.947966778186165,0.0,7.870695793306563,Sandy Loam,260.0,39.20912824455611
2017-06-14,0,Sangrur,Punjab,30.2458,75.8421,-10.306633698605726,0.0,7.486975997728062,Sandy Loam,260.0,39.375353788269095
2017-06-15,0,Sangrur,Punjab,30.2458,75.8421,-11.66017469377744,17.70851252532728,6.997991329323787,Sandy Loam,260.0,39.42870838927894
2017-06-16,0,Sangrur,Punjab,30.2458,75.8421,-11.068800479624173,0.0,7.813167179857805,Sandy Loam,260.0,39.47659432528398
2017-06-17,0,Sangrur,Punjab,30.2458,75.8421,-10.430824562101817,2.0267879557832824,7.50400979148401,Sandy Loam,260.0,39.41491674924864
2017-06-18,0,Sangrur,Punjab,30.2458,75.8421,-10.802209195140438,0.0,6.337073197122702,Sandy Loam,260.0,39.681785960599115
2017-06-19,0,Sangrur,Punjab,30.2458,75.8421,-12.787319495039942,0.0,7.890422846082266,Sandy Loam,260.0,39.2257297655713
2017-06-20,0,Sangrur,Punjab,30.2458,75.8421,-11.337357570453339,0.0,7.487833010342669,Sandy Loam,260.0,39.46621439460026
2017-06-21,0,Sangrur,Punjab,30.2458,75.8421,-11.04624013701242,0.0,8.100980854278255,Sandy Loam,260.0,39.63295969367726
2017-06-22,0,Sangrur,Punjab,30.2458,75.8421,-11.047330977032447,7.0458275573949765,6.9508901399962335,Sandy Loam,260.0,39.670155647450976
2017-06-23,0,Sangrur,Punjab,30.2458,75.8421,-12.685940326391382,0.0,5.907908391999001,Sandy Loam,260.0,39.83684797405668
2017-06-24,0,Sangrur,Punjab,30.2458,75.8421,-12.355905840061494,0.0,7.632502527277187,Sandy Loam,260.0,39.839924214809365
2017-06-25,0,Sangrur,Punjab,30.2458,75.8421,-11.070107040025952,1.881205094020586,7.634409112715862,Sandy Loam,260.0,39.63720364700429
2017-06-26,0,Sangrur,Punjab,30.2458,75.8421,-12.511153201192261,11.528632088846697,6.637925795904827,Sandy Loam,260.0,39.89612059618731
2017-06-27,0,Sangrur,Punjab,30.2458,75.8421,-12.178020682406473,0.0,6.987615418957325,Sandy Loam,260.0,39.62012126593424
2017-06-28,0,Sangrur,Punjab,30.2458,75.8421,-10.714621980708978,27.101557483896833,8.84704878558549,Sandy Loam,260.0,39.89633417368578
2017-06-29,0,Sangrur,Punjab,30.2458,75.8421,-12.05117272131235,0.0,7.308182665395158,Sandy Loam,260.0,40.06396466707789
2017-06-30,0,Sangrur,Punjab,30.2458,75.8421,-12.632527104759237,0.0,7.816991357383691,Sandy Loam,260.0,40.00998735813562
2017-07-01,0,Sangrur,Punjab,30.2458,75.8421,-12.791951646767263,1.1825438894541467,7.115684494343332,Sandy Loam,260.0,39.862899230046885
2017-07-02,0,Sangrur,Punjab,30.2458,75.8421,-11.863019299896408,25.39168753566165,6.3843472459089545,Sandy Loam,260.0,39.82615107926336
2017-07-03,0,Sangrur,Punjab,30.2458,75.8421,-13.235648576629258,20.601821852126122,7.33183901540631,Sandy Loam,260.0,39.68148727446619
2017-07-04,0,Sangrur,Punjab,30.2458,75.8421,-12.407543942657972,0.0,7.270624166283937,Sandy Loam,260.0,39.99141280371418
2017-07-05,0,Sangrur,Punjab,30.2458,75.8421,-11.984256351678598,10.591488710612978,7.188938506074166,Sandy Loam,260.0,39.8108463510363
2017-07-06,0,Sangrur,Punjab,30.2458,75.8421,-11.25331796517726,0.0,7.316005563225361,Sandy Loam,260.0,39.891726045240844
2017-07-07,0,Sangrur,Punjab,30.2458,75.8421,-11.80103847360634,0.0,7.488910250942214,Sandy Loam,260.0,39.86394812987647
2017-07-08,0,Sangrur,Punjab,30.2458,75.8421,-12.94942067344422,0.0,7.264174449575532,Sandy Loam,260.0,40.00496914095886
2017-07-09,0,Sangrur,Punjab,30.2458,75.8421,-11.47918754846725,2.7184291733903216,6.688698518566133,Sandy Loam,260.0,40.0924477043767
2017-07-10,0,Sangrur,Punjab,30.2458,75.8421,-12.705962299626044,0.0,7.544280026629023,Sandy Loam,260.0,40.16114224681751
2017-07-11,0,Sangrur,Punjab,30.2458,75.8421,-13.500022660108746,22.337573483728043,6.306010906964109,Sandy Loam,260.0,40.058709408818956
2017-07-12,0,Sangrur,Punjab,30.2458,75.8421,-12.694895668751656,22.648330744184555,6.234056398800582,Sandy Loam,260.0,40.33900346926501
2017-07-13,0,Sangrur,Punjab,30.2458,75.8421,-11.453231380577039,0.0,7.606399257500565,Sandy Loam,260.0,40.176518347432015
